station,total_pickup,total_dropoff,net_flow,latitude,longitude,cluster_id,type
"Golden Lane, Barbican",10963.0,8989,1974.0,51.5212744,-0.0941701,4,weekday
"Golden Square, Soho",15069.0,13356,1713.0,51.5115109,-0.1375246,5,weekday
"Goldsmith's Row, Haggerston",17686.0,13301,4385.0,51.5332195,-0.0650901,4,weekend
"Good's Way, King's Cross",18360.0,14794,3566.0,51.5346985,-0.1247474,5,weekday
"Goswell Road (City Uni), Finsbury",6912.0,4960,1952.0,51.5279719,-0.1024624,4,weekday
"Gower Place , Euston",11719.0,9831,1888.0,51.5254718,-0.1359288,5,weekday
"Grafton Street, Mayfair",5794.0,6125,-331.0,51.5099702,-0.1434697,5,weekday
"Graham Street, Angel",15196.0,10094,5102.0,51.5326968,-0.1002211,4,weekday
"Granby Street, Shoreditch",14593.0,11319,3274.0,51.5251827,-0.0694916,4,weekend
"Grant Road East, Clapham Junction",11298.0,9651,1647.0,51.4640143,-0.1700497,1,weekday
"Great Dover Street, The Borough",15196.0,12060,3136.0,51.4979002,-0.0901179,4,weekday
"Great Percy Street, Clerkenwell",9354.0,6869,2485.0,51.5296422,-0.1123182,4,weekday
"Great Russell Street, Bloomsbury",12595.0,10660,1935.0,51.5179041,-0.1271769,5,weekday
"Great Suffolk Street, The Borough",8416.0,6861,1555.0,51.5016132,-0.100086,3,weekday
"Great Titchfield Street, Fitzrovia",9975.0,8238,1737.0,51.5193687,-0.1409533,5,weekday
"Great Tower Street, Monument",22672.0,21943,729.0,51.510143,-0.0859419999999999,4,weekday
"Green Park Station, Mayfair",22539.0,19244,3295.0,51.5069327,-0.1428838,5,weekday
"Green Street, Mayfair",16466.0,13398,3068.0,51.512615,-0.155434,5,weekend
"Greenberry Street, St.John's Wood",5245.0,3030,2215.0,51.5320548,-0.1680048,5,weekday
"Greenland Road, Camden Town",16059.0,13214,2845.0,51.5393142,-0.1409763,5,weekend
"Grenfell Road, Avondale",5075.0,4108,967.0,51.5130433,-0.2150331,2,weekday
"Greycoat Street , Westminster",4582.0,3741,841.0,51.4952949,-0.1345474,3,weekday
"Greyhound Road, Hammersmith",12372.0,10416,1956.0,51.4861768,-0.2140719,2,weekday
"Grosvenor Crescent, Belgravia",4975.0,4163,812.0,51.5011317,-0.1534145,5,weekend
"Grosvenor Road, Pimlico",5941.0,4046,1895.0,51.4854494,-0.1361224,3,weekday
"Grosvenor Square, Mayfair",12054.0,11501,553.0,51.5121458,-0.1514965,5,weekday
"Grove End Road, St. John's Wood",10861.0,6971,3890.0,51.5309165,-0.1766547,5,weekday
"Guildhouse Street, Victoria",7552.0,6027,1525.0,51.492691,-0.14181,3,weekend
"Guilford Street , Bloomsbury",16221.0,13686,2535.0,51.5229952,-0.1218462,3,weekday
"Gunmakers Lane, Old Ford",9826.0,7522,2304.0,51.535351,-0.0338306,0,weekend
"Gwendwr Road, West Kensington",7699.0,5773,1926.0,51.4910501,-0.2095432,2,weekend
"Haggerston Road, Haggerston",13501.0,10801,2700.0,51.5386108,-0.0731293,4,weekend
"Halford Road, West Kensington",13225.0,11033,2192.0,51.4839449,-0.1975898,2,weekday
"Hammersmith Road, Hammersmith",14467.0,11970,2497.0,51.4936912,-0.215654,2,weekday
"Hampstead Road, Euston",16949.0,13948,3001.0,51.5252329,-0.1381076,5,weekday
"Hampton Street, Walworth",12063.0,9799,2264.0,51.4919259,-0.1000768,3,weekday
"Handyside Street, King's Cross",15488.0,12520,2968.0,51.5374379,-0.1252333,5,weekday
"Hansard Mews, Holland Park",6086.0,5275,811.0,51.502975,-0.2154871,2,weekend
"Harcourt Terrace, West Brompton",12379.0,9592,2787.0,51.4872274,-0.1861523,1,weekday
"Hardwick Street, Clerkenwell",6360.0,4162,2198.0,51.5277087,-0.1085563,4,weekday
"Harford Street, Mile End",8322.0,6137,2185.0,51.5206833,-0.0389787,0,weekday
"Harper Road, The Borough",7529.0,6204,1325.0,51.4969782,-0.0941927,4,weekend
"Harriet Street, Knightsbridge",9594.0,8182,1412.0,51.5001966,-0.1598059,1,weekend
"Harrington Square 1, Camden Town",11778.0,8892,2886.0,51.5335245,-0.1384122,5,weekday
"Harris Academy, Bermondsey",7999.0,6434,1565.0,51.492805,-0.071092,4,weekday
"Harrowby Street, Marylebone",10912.0,8599,2313.0,51.5173905,-0.1641547,5,weekday
"Hartington Road, Stockwell",10346.0,8256,2090.0,51.4761831,-0.1275456,3,weekday
"Hatton Garden, Holborn",14870.0,12067,2803.0,51.5200634,-0.1083428,4,weekday
"Hatton Wall, Holborn",16999.0,13383,3616.0,51.5212635,-0.1098612,4,weekday
"Hawley Crescent, Camden Town",5189.0,4179,1010.0,51.541064,-0.143082,5,weekend
"Heath Road, Battersea",4566.0,3439,1127.0,51.4690852,-0.1453397,1,weekday
"Here East North, Queen Elizabeth Olympic Park",3030.0,2713,317.0,51.5473108,-0.0239515,0,weekend
"Here East South, Queen Elizabeth Olympic Park",1569.0,1395,174.0,51.5473108,-0.0239515,0,weekend
"Hereford Road, Bayswater",11146.0,8157,2989.0,51.5139642,-0.1935986,2,weekday
"Hermitage Court, Wapping",10102.0,7687,2415.0,51.50405199999999,-0.0634378999999999,4,weekday
"Heron Quays DLR, Canary Wharf",1531.0,1321,210.0,51.5029405,-0.02145,0,weekend
"Hertford Road, De Beauvoir Town",12270.0,8822,3448.0,51.5373235,-0.079225,4,weekday
"Hewison Street, Old Ford",9851.0,7799,2052.0,51.5325115,-0.027209,0,weekday
"Hibbert Street, Battersea",12405.0,10236,2169.0,51.4648304,-0.180301,1,weekday
"High Holborn , Covent Garden",15546.0,14482,1064.0,51.5177094,-0.1189638,3,weekday
"Hinde Street, Marylebone",15947.0,14521,1426.0,51.5169411,-0.1513336,5,weekday
"Holborn Circus, Holborn",19100.0,24498,-5398.0,51.5178247,-0.1079381,4,weekday
"Holden Street, Battersea",5208.0,4134,1074.0,51.4689135,-0.1568044,1,weekday
"Holland Park, Kensington",6766.0,3499,3267.0,51.5032252,-0.2036668,2,weekend
"Hollybush Gardens, Bethnal Green",4799.0,4129,670.0,51.5285156,-0.056968,4,weekend
"Holy Trinity Brompton, Knightsbridge",11532.0,10040,1492.0,51.4978016,-0.169831,1,weekday
"Hop Exchange, The Borough",35942.0,37823,-1881.0,51.5049118,-0.091374,4,weekday
"Horseferry Road, Westminster",13022.0,11603,1419.0,51.4948628,-0.1295316,3,weekday
"Hortensia Road, West Brompton",10710.0,8865,1845.0,51.481841,-0.185275,1,weekday
"Houghton Street, Strand",8124.0,7739,385.0,51.5136857,-0.1167011,3,weekday
"Houndsditch, Aldgate",11535.0,13073,-1538.0,51.5155663,-0.0790417,4,weekday
"Howick Place, Westminster",13972.0,14615,-643.0,51.4966778,-0.1373854,3,weekday
"Howland Street, Fitzrovia",17038.0,14248,2790.0,51.5215171,-0.1375645,5,weekday
"Hoxton Station, Hoxton",13029.0,10336,2693.0,51.5302365,-0.0760657,4,weekday
"Hoxton Street, Hoxton",7086.0,5289,1797.0,51.5298315,-0.0801319,4,weekday
"Humbolt Road, Fulham",10526.0,8267,2259.0,51.4837859,-0.2121686,2,weekday
"Hurlingham Park, Parsons Green",2663.0,2176,487.0,51.4689986,-0.2014554,2,weekday
"Hyde Park Corner, Hyde Park",66781.0,48173,18608.0,51.51099720000001,-0.1587426,5,weekend
"Ilchester Gardens, Bayswater",13510.0,9595,3915.0,51.5128903,-0.191166,2,weekday
"Ilchester Place, Kensington",3753.0,2358,1395.0,51.5004009,-0.2037181,2,weekend
"Imperial College, Knightsbridge",20563.0,23801,-3238.0,51.4986989,-0.1726709,1,weekday
"Imperial Road, Sands End",7749.0,5848,1901.0,51.4750403,-0.1867509,1,weekday
"Imperial Wharf Station, Sands End",16649.0,13779,2870.0,51.4750534,-0.1826773,1,weekday
"Import Dock, Canary Wharf",13443.0,11555,1888.0,51.50252346354253,-0.0183247420594416,0,weekday
"Ingrave Street, Clapham Junction",3193.0,2888,305.0,51.4675194,-0.1725601,1,weekday
"Irene Road, Parsons Green",6164.0,4919,1245.0,51.4739746,-0.1966964,2,weekend
"Islington Green, Angel",26436.0,20523,5913.0,51.5359628,-0.1028407,4,weekend
"Jewry Street, Aldgate",10124.0,8460,1664.0,51.51352199999999,-0.0767950999999999,4,weekday
"Jubilee Crescent, Cubitt Town",5545.0,4317,1228.0,51.49331,-0.0080978,0,weekend
"Jubilee Plaza, Canary Wharf",13895.0,12790,1105.0,51.5035926,-0.0171434,0,weekday
"Jubilee Street, Stepney",9345.0,6796,2549.0,51.5171893,-0.0529714,0,weekday
"Kennington Cross, Kennington",18544.0,14499,4045.0,51.4879753,-0.1119362,3,weekday
"Kennington Lane Rail Bridge, Vauxhall",16178.0,12380,3798.0,51.4868177,-0.1166503,3,weekday
"Kennington Lane Rail Bridge, Vauxhall_OLD",6910.0,6924,-14.0,51.4868177,-0.1166503,3,weekday
"Kennington Oval, Oval",9518.0,7432,2086.0,51.4830051,-0.1157251,3,weekday
"Kennington Oval, Oval_OLD",182.0,174,8.0,51.4830051,-0.1157251,3,weekend
"Kennington Road Post Office, Oval",10842.0,8579,2263.0,51.4846204,-0.1106103,3,weekday
"Kennington Road, Vauxhall",10826.0,8563,2263.0,51.489003,-0.1112186,3,weekday
"Kennington Station, Kennington",9673.0,7502,2171.0,51.48827370000001,-0.105614,3,weekend
"Kensington Church Street, Kensington",13021.0,10851,2170.0,51.5051642,-0.1938871,2,weekend
"Kensington Gore, Knightsbridge",8121.0,6367,1754.0,51.5012155,-0.1797289,1,weekend
"Kensington Olympia Station, Olympia",8585.0,6402,2183.0,51.4979934,-0.2099576,2,weekday
"Kensington Town Hall, Kensington",4708.0,3862,846.0,51.5017499,-0.1949376,2,weekday
"Killick Street, King's Cross",3575.0,2707,868.0,51.5328887,-0.1185278,5,weekday
"King Edward Street, St Pauls",7558.0,6372,1186.0,51.5164281,-0.0984316,4,weekday
"King Edward Walk, Waterloo",3446.0,2770,676.0,51.4975361,-0.1099441,3,weekday
"Kings Gate House, Westminster",7245.0,6723,522.0,51.4972893,-0.1387113,3,weekday
"Kingsway Southbound, Strand",10924.0,13661,-2737.0,51.5110832,-0.1197104,3,weekday
"Kingsway, Covent Garden",4212.0,3714,498.0,51.5153743,-0.1188512,3,weekday
"Knaresborough Place, Earl's Court",11229.0,8573,2656.0,51.4939569,-0.1908765,2,weekday
"Knightsbridge, Hyde Park",8503.0,3017,5486.0,51.5019896,-0.1597067,5,weekend
"LMU Commercial Road, Whitechapel",10799.0,8826,1973.0,51.5153016,-0.0733828,4,weekday
"LSBU (Borough Road), Elephant & Castle",6687.0,5621,1066.0,51.4979199,-0.1017593,3,weekday
"Ladbroke Grove Central, Ladbroke Grove",2902.0,1565,1337.0,51.5178817,-0.2103104,2,weekend
"Lambeth North Station, Waterloo",9114.0,7678,1436.0,51.4989177,-0.1121086,3,weekday
"Lambeth Palace Road, Waterloo",21151.0,17466,3685.0,51.5004292,-0.1167291,3,weekday
"Lambeth Road, Vauxhall",8561.0,6901,1660.0,51.4844268,-0.1228855,3,weekday
"Lancaster Drive, Blackwall",3434.0,2800,634.0,51.5034635,-0.0082894,0,weekend
"Lancaster Gate , Bayswater",15944.0,9259,6685.0,51.5115793,-0.180241,2,weekend
"Langdon Park, Poplar",3549.0,2889,660.0,51.5163301,-0.0133953,0,weekend
"Lansdowne Drive, Hackney Central",9751.0,7676,2075.0,51.5413416,-0.0637432,4,weekend
"Lansdowne Road, Ladbroke Grove",11064.0,8688,2376.0,51.5134194,-0.2071045,2,weekday
"Lansdowne Walk, Ladbroke Grove",3109.0,1986,1123.0,51.5096521,-0.204406,2,weekend
"Lavington Street, Bankside",9182.0,7943,1239.0,51.5081352,-0.095185,4,weekday
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",8767.0,6782,1985.0,51.5505592,-0.0149742,0,weekend
"Leman Street, Aldgate",15369.0,11736,3633.0,51.5130106,-0.0699691,4,weekday
"Leonard Circus , Shoreditch",11346.0,9812,1534.0,51.5246786,-0.0840517,4,weekday
"Leonard Circus , Shoreditch_OLD",5873.0,5266,607.0,51.5246786,-0.0840517,4,weekday
"Lexham Gardens, Kensington",11641.0,9134,2507.0,51.4958843,-0.1924822,2,weekday
"Lightermans Road, Millwall",6462.0,5299,1163.0,51.4990042,-0.0200962,0,weekend
"Limburg Road, Clapham Junction",3610.0,2891,719.0,51.4640143,-0.1700497,1,weekend
"Limburg Road, Clapham Junction_OLD",860.0,851,9.0,51.4640143,-0.1700497,1,weekend
"Limerston Street, West Chelsea",19116.0,15372,3744.0,51.4843967,-0.1793644,1,weekday
"Lincoln's Inn Fields, Holborn",10935.0,11000,-65.0,51.5169486,-0.1170426,3,weekday
"Lindfield Street, Poplar",9844.0,7915,1929.0,51.5137874,-0.0224835,0,weekday
"Lisson Grove, St. John's Wood",5856.0,3918,1938.0,51.5252298,-0.1693256,5,weekday
"Little Argyll Street, West End",27390.0,24987,2403.0,51.514516,-0.1412898,5,weekday
"Little Brook Green, Brook Green",7811.0,7024,787.0,51.4968362,-0.2234055,2,weekday
"Liverpool Road (N1 Centre), Angel",16998.0,14087,2911.0,51.5347581,-0.1071611,4,weekend
"Lollard Street, Vauxhall",13636.0,10810,2826.0,51.4922408,-0.113557,3,weekday
"London Fields, Hackney Central",25701.0,20523,5178.0,51.5422817,-0.0614616999999999,4,weekend
"London Street, Paddington",28145.0,19658,8487.0,51.5158919,-0.1748382,5,weekday
"London Zoo Car Park, The Regent's Park",6900.0,4971,1929.0,51.536922,-0.150181,5,weekend
"London Zoo,  The Regent's Park",6220.0,4593,1627.0,51.5352875,-0.1534303,5,weekend
"Long Lane , Bermondsey",10118.0,8075,2043.0,51.4982378,-0.0831726,4,weekday
"Longford Street, The Regent's Park",7562.0,5639,1923.0,51.5256822,-0.1429324,5,weekend
"Lord's, St. John's Wood",3181.0,1803,1378.0,51.5325272,-0.1697457,5,weekend
"Lots Road, West Chelsea",6787.0,5266,1521.0,51.4783207,-0.1813993,1,weekday
"Lower Marsh, Waterloo",11279.0,9237,2042.0,51.5009646,-0.1125137,3,weekday
"Lower Thames Street, Monument",7635.0,6073,1562.0,51.5093897,-0.0846176,4,weekday
"Macclesfield Rd, St Lukes",16629.0,10599,6030.0,51.5287516,-0.0966707,4,weekday
"Maida Vale, Maida Vale",16447.0,11988,4459.0,51.5297549,-0.1831578,5,weekday
"Malet Street, Bloomsbury",21990.0,19563,2427.0,51.5214247,-0.1302469,5,weekday
"Mallory Street, Marylebone",6137.0,4066,2071.0,51.5249899,-0.1663287,5,weekday
"Malmesbury Road, Bow",2465.0,1948,517.0,51.5295609,-0.0268973,0,weekend
"Manbre Road, Hammersmith",5796.0,4728,1068.0,51.4864279,-0.2241195,2,weekend
"Manresa Road, Chelsea",9772.0,8207,1565.0,51.4875391,-0.17147,1,weekday
"Maplin Street, Mile End",21161.0,17250,3911.0,51.5250743,-0.0326831,0,weekend
"Margery Street, Clerkenwell",8114.0,6300,1814.0,51.5275102,-0.1105888,4,weekday
"Marloes Road, Kensington",5185.0,4184,1001.0,51.4966374,-0.1922927,2,weekend
"Marylebone Lane, Marylebone",13617.0,11456,2161.0,51.5162332,-0.1496239,5,weekday
Mechanical Workshop Clapham,4.0,293,-289.0,51.4687297,-0.1022252,3,weekday
"Merchant Street, Bow",4557.0,3532,1025.0,51.5260619,-0.0276746,0,weekday
"Mexfield Road, East Putney",3176.0,2178,998.0,51.4577842,-0.2028694,2,weekend
"Michael Road, Walham Green",7028.0,5728,1300.0,51.4779112,-0.1880423,1,weekend
"Mile End Park Leisure Centre, Mile End",10954.0,8614,2340.0,51.5193208,-0.0322873,0,weekend
"Mile End Stadium, Mile End",10138.0,7853,2285.0,51.5192054,-0.0321641,0,weekend
"Millbank Tower, Pimlico",10427.0,8578,1849.0,51.4923168,-0.1259315,3,weekday
"Millennium Hotel, Mayfair",6187.0,5926,261.0,51.5108004,-0.151122,5,weekday
"Millharbour, Millwall",2038.0,1759,279.0,51.4983409,-0.0188605,0,weekend
"Milroy Walk, South Bank",10810.0,9156,1654.0,51.5078554,-0.1062583,3,weekday
"Monier Road, Hackney Wick",11102.0,8874,2228.0,51.5398626,-0.0226494,0,weekend
"Montpelier Street, Knightsbridge",15049.0,12453,2596.0,51.4993456,-0.1657836,1,weekday
"Montserrat Road , Putney",3862.0,3402,460.0,51.462902,-0.2140161,2,weekend
"Monument Street, Monument",16717.0,15323,1394.0,51.510143,-0.0859419999999999,4,weekday
"Moor Street, Soho",21902.0,18384,3518.0,51.5134673,-0.1295028,3,weekend
"Moorfields, Moorgate",25294.0,26087,-793.0,51.517118,-0.0887547,4,weekday
"Morie Street, Wandsworth",2542.0,2435,107.0,51.459877,-0.1900605,1,weekend
"Mostyn Grove, Bow",7053.0,5014,2039.0,51.5311601,-0.0261856,0,weekday
"Mudchute DLR, Cubitt Town",2144.0,1768,376.0,51.4913268,-0.0149936,0,weekend
"Murray Grove , Hoxton",10617.0,7371,3246.0,51.530885,-0.089248,4,weekday
"Museum of London, Barbican",16551.0,13654,2897.0,51.5176183,-0.0967782,4,weekday
"Nantes Close, Wandsworth",4523.0,3498,1025.0,51.4618929,-0.1812318,1,weekend
"Napier Avenue, Millwall",2603.0,1892,711.0,51.4881223,-0.0210928,0,weekend
"Natural History Museum, South Kensington",14383.0,14141,242.0,51.49671499999999,-0.1763672,1,weekday
"Naval Row, Blackwall",3587.0,3126,461.0,51.5091902,-0.0051298,0,weekend
"Nesham Street, Wapping",20023.0,16412,3611.0,51.5074436,-0.0674606,4,weekday
"Nevern Place, Earl's Court",6287.0,4771,1516.0,51.4929971,-0.1956155,2,weekend
"Neville Gill Close, Wandsworth",6243.0,5448,795.0,51.4543612,-0.194875,1,weekend
"New Cavendish Street, Marylebone",10774.0,9170,1604.0,51.519369,-0.1471227,5,weekday
"New Fetter Lane, Holborn",12104.0,9422,2682.0,51.5166837,-0.1080532,3,weekday
"New Globe Walk, Bankside",8265.0,6754,1511.0,51.5083239,-0.0962924999999999,4,weekday
"New Inn Yard, Shoreditch",13922.0,11293,2629.0,51.5245295,-0.0787854,4,weekday
"New Kent Road, The Borough",10402.0,8572,1830.0,51.4941251,-0.0915484,4,weekday
"New North Road 2, Hoxton",8173.0,5350,2823.0,51.5302631,-0.0841621999999999,4,weekday
"New Road 1 , Whitechapel",17134.0,14091,3043.0,51.5150166,-0.0620612999999999,4,weekday
"New Spring Gardens Walk, Vauxhall",5232.0,6526,-1294.0,51.4877912,-0.122666,3,weekday
"Newby Place, Poplar",3306.0,2814,492.0,51.5101635,-0.0121504,0,weekend
"Newgate Street , St. Paul's",18379.0,17918,461.0,51.5157427,-0.1000794,4,weekday
"Newton Street, Covent Garden",7362.0,6726,636.0,51.5165812,-0.1213464,3,weekday
"Normand Park, West Kensington",15261.0,12153,3108.0,51.4847724,-0.2067792,2,weekday
"Normandy Road, Stockwell",10868.0,8610,2258.0,51.4736582,-0.11153,3,weekday
"North Audley Street, Mayfair",12276.0,10300,1976.0,51.5128808,-0.153316,5,weekend
"North Wharf Road, Paddington",10364.0,7614,2750.0,51.5188833,-0.1752016,5,weekday
"Northdown Street, King's Cross",6391.0,5015,1376.0,51.5323287,-0.1195581,5,weekday
"Northfields, Wandsworth",2243.0,1757,486.0,51.4615664,-0.2006563,2,weekend
"Northington Street , Holborn",13876.0,11503,2373.0,51.5220532,-0.1154537,3,weekday
"Northumberland Avenue, Strand",9873.0,9218,655.0,51.5080047,-0.126494,3,weekend
"Norton Folgate, Liverpool Street",11409.0,9479,1930.0,51.51875159999999,-0.0814374,4,weekday
"Notting Hill Gate Station, Notting Hill",19955.0,14218,5737.0,51.50917620000001,-0.1958562,2,weekday
"Nutford Place, Marylebone",5928.0,4326,1602.0,51.5167955,-0.1632017,5,weekday
"Old Brompton Road, South Kensington",13091.0,9941,3150.0,51.4923036,-0.1778144,1,weekend
"Old Ford Road, Bethnal Green",7431.0,5336,2095.0,51.5307966,-0.0501321,0,weekend
"Old Montague Street, Whitechapel",10898.0,8850,2048.0,51.5182648,-0.0669459,4,weekday
"Old Quebec Street, Marylebone",20219.0,16941,3278.0,51.5143043,-0.1580733,5,weekday
"Old Street Station, St. Luke's",30776.0,25125,5651.0,51.5256641,-0.08753,4,weekday
"Ontario Street, Elephant & Castle",11697.0,9553,2144.0,51.4967404,-0.1011477,3,weekday
"Orbel Street, Battersea",8319.0,6315,2004.0,51.4742739,-0.1712685,1,weekday
"Ormonde Gate, Chelsea",8868.0,7300,1568.0,51.4866239,-0.1609979,1,weekday
"Orsett Terrace, Bayswater",3601.0,2410,1191.0,51.5177407,-0.1842836,2,weekday
"Osiers Road, Wandsworth",8214.0,6572,1642.0,51.4615717,-0.1981451,2,weekday
"Ossulston Street, Somers Town",13496.0,10799,2697.0,51.530075,-0.1289674,5,weekday
"Oxford Road, Putney",2625.0,1950,675.0,51.4616374,-0.2120607,2,weekday
"Paddington Green, Paddington",4056.0,2906,1150.0,51.5209589,-0.1741033,5,weekday
"Paddington Street, Marylebone",13679.0,11523,2156.0,51.5206754,-0.1539278,5,weekday
"Page Street, Westminster",16820.0,14808,2012.0,51.4939435,-0.1290117,3,weekday
"Palace Gardens Terrace, Notting Hill",15502.0,11479,4023.0,51.5074652,-0.1931794,2,weekday
"Palace Gate, Kensington Gardens",22152.0,17272,4880.0,51.500631,-0.1840107,2,weekend
"Palissy Street, Shoreditch",10428.0,8235,2193.0,51.5263689,-0.0738132,4,weekday
"Pall Mall East, West End",13989.0,14594,-605.0,51.5079634,-0.1303328,3,weekend
"Pancras Road, King's Cross",6557.0,5531,1026.0,51.5323623,-0.1258058,5,weekday
"Panton Street, West End",17802.0,15366,2436.0,51.5096832,-0.1313114,3,weekend
"Park Lane , Hyde Park",22764.0,17675,5089.0,51.5073638,-0.1641135,5,weekend
"Park Lane, Mayfair",6630.0,5408,1222.0,51.5079713,-0.1537587,5,weekend
"Park Road (Baker Street), The Regent's Park",17279.0,13660,3619.0,51.524517,-0.158963,5,weekend
"Park Street, Bankside",7532.0,6232,1300.0,51.506044,-0.097814,4,weekend
"Parkway, Camden Town",4874.0,4173,701.0,51.5378266,-0.1448843,5,weekend
"Parson's Green , Parson's Green",13183.0,10836,2347.0,51.4747689,-0.2002723,2,weekend
"Parsons Green Station, Parsons Green",13940.0,11527,2413.0,51.475048,-0.201252,2,weekday
"Pembridge Villas, Notting Hill",8228.0,6454,1774.0,51.513166,-0.197276,2,weekend
"Penfold Street, Marylebone",5918.0,4584,1334.0,51.5228591,-0.1713697,5,weekend
"Pennington Street, Wapping",6904.0,5084,1820.0,51.5087919,-0.0608332,4,weekend
"Penywern Road, Earl's Court",13535.0,10465,3070.0,51.4908138,-0.1937261,2,weekday
"Percival Street, Finsbury",8931.0,6699,2232.0,51.5265232,-0.1000377,4,weekday
"Percy Street, Bloomsbury",4154.0,4237,-83.0,51.5187699,-0.1324305,5,weekday
"Peterborough Road, Sands End",3672.0,2918,754.0,51.4689242,-0.1961007,2,weekday
"Phene Street, Chelsea",10791.0,8678,2113.0,51.4850096,-0.1677489,1,weekday
"Phillimore Gardens, Kensington",14160.0,12108,2052.0,51.5009209,-0.1988435,2,weekend
"Philpot Street, Whitechapel",11794.0,9362,2432.0,51.5153341,-0.0586772,4,weekday
"Pindar Street, Liverpool Street",4835.0,5256,-421.0,51.51875159999999,-0.0814374,4,weekday
"Pitfield Street Central, Hoxton",11056.0,7786,3270.0,51.5298778,-0.083187,4,weekday
"Pitfield Street North,Hoxton",19773.0,14851,4922.0,51.5312598,-0.0828996,4,weekday
"Plough Terrace, Clapham Junction",5664.0,4408,1256.0,51.4615886,-0.1751352,1,weekday
"Podium, Queen Elizabeth Olympic Park",26681.0,21168,5513.0,51.5439614,-0.0152116,0,weekend
"Pont Street, Knightsbridge",11985.0,10361,1624.0,51.496879,-0.1630664,1,weekday
"Porchester Place, Paddington",16990.0,12601,4389.0,51.5150933,-0.1655573,5,weekday
"Portland Place, Marylebone",12253.0,10376,1877.0,51.5203041,-0.1449299,5,weekday
"Portman Square, Marylebone",9836.0,8533,1303.0,51.5161516,-0.1560115,5,weekday
"Portugal Street, Holborn",7388.0,7442,-54.0,51.5147925,-0.1164864,3,weekday
"Pott Street, Bethnal Green",11904.0,9928,1976.0,51.526516,-0.0573922,4,weekend
"Poured Lines, Bankside",7541.0,6610,931.0,51.5081352,-0.095185,4,weekend
"Preston's Road, Cubitt Town",4823.0,3801,1022.0,51.508248,-0.0084939,0,weekend
"Prince Albert Road, The Regent's Park",11663.0,8153,3510.0,51.533313,-0.1557646,5,weekend
"Prince Consort Road, Knightsbridge",12018.0,14258,-2240.0,51.4998642,-0.1771631,1,weekday
"Prince of Wales Drive, Battersea Park",7973.0,6375,1598.0,51.4791075,-0.1564981,1,weekday
"Princedale Road , Holland Park",6778.0,5357,1421.0,51.5082136,-0.209734,2,weekend
"Princes Square, Bayswater",6627.0,4175,2452.0,51.5128605,-0.1909709,2,weekday
"Pritchard's Road, Bethnal Green",8774.0,7274,1500.0,51.533687,-0.0624273,4,weekday
"Pritchard's Road, Bethnal Green_OLD",1699.0,1747,-48.0,51.533687,-0.0624273,4,weekday
"Putney Bridge Road, East Putney",3663.0,2817,846.0,51.4592501,-0.2106044,2,weekend
"Putney Bridge Station, Fulham",6304.0,5401,903.0,51.4678669,-0.2097248,2,weekend
"Putney Pier, Wandsworth",9805.0,8219,1586.0,51.467082,-0.215499,2,weekend
"Putney Rail Station, Putney",4236.0,3527,709.0,51.461228,-0.2167018,2,weekend
"Queen Mary's, Mile End",15099.0,12395,2704.0,51.5164886,-0.0621287,4,weekday
"Queen Mother Sports Centre, Victoria",13949.0,12103,1846.0,51.493354,-0.1405451,3,weekday
"Queen Street 1, Bank",24553.0,27991,-3438.0,51.6065931,-0.0755092,4,weekday
"Queen Street 2, Bank",26432.0,27115,-683.0,51.5134711,-0.0923742999999999,4,weekday
"Queen Victoria Street, St. Paul's",12787.0,11559,1228.0,51.5119287,-0.0967396,4,weekday
"Queen's Circus, Battersea Park",15523.0,12660,2863.0,51.4778967,-0.14893,1,weekend
"Queen's Gate (Central), South Kensington",11280.0,9802,1478.0,51.4968664,-0.1792344,1,weekday
"Queen's Gate (North), Kensington",12166.0,11830,336.0,51.4968664,-0.1792344,1,weekday
"Queen's Gate (South), South Kensington",12106.0,10014,2092.0,51.4968664,-0.1792344,1,weekday
"Queen's Gate, Kensington Gardens",20869.0,16088,4781.0,51.4968664,-0.1792344,1,weekend
"Queensbridge Road, Haggerston",7188.0,5583,1605.0,51.5371578,-0.0702904,4,weekend
"Queensdale Road, Shepherd's Bush",3851.0,3497,354.0,51.5070756,-0.212503,2,weekend
"Queensway, Kensington Gardens",19308.0,14732,4576.0,51.506987,-0.179165,1,weekend
"Rainville Road, Hammersmith",6828.0,5642,1186.0,51.4833262,-0.2236403,2,weekend
"Ram Street, Wandsworth",12935.0,10861,2074.0,51.4577527,-0.1921524,1,weekend
"Rampayne Street, Pimlico",13828.0,10938,2890.0,51.4896409,-0.1334851,3,weekday
"Ranelagh Gardens, Fulham",4408.0,3511,897.0,51.4676459,-0.2078974,2,weekend
"Rathbone Street, Fitzrovia",8363.0,6946,1417.0,51.5183328,-0.1353104,5,weekday
"Ravenscourt Park Station, Hammersmith",11425.0,9577,1848.0,51.494832,-0.2358317,2,weekend
"Reardon Street, Wapping",9632.0,7432,2200.0,51.5062152,-0.0598089,4,weekend
"Rectory Square, Stepney",7212.0,5174,2038.0,51.5188316,-0.0441711,0,weekend
"Red Lion Square, Holborn",7130.0,5745,1385.0,51.5192244,-0.1170404,3,weekday
"Red Lion Street, Holborn",16293.0,14598,1695.0,51.5192244,-0.1170404,3,weekday
"Regency Street, Westminster",12530.0,9448,3082.0,51.4923936,-0.1322596,3,weekday
